brand,view_users,cart_users,purchase_users,purchase_events,revenue,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate
kingmax,202,0,0,2,45.26,0.0,,0.0
homeart,696,0,0,4,45.07,0.0,,0.0
mitre,526,0,0,1,45.05,0.0,,0.0
lubimyjdom,155,0,0,1,43.99,0.0,,0.0
mecta,82,0,0,1,43.76,0.0,,0.0
wangfeng,129,0,0,1,43.73,0.0,,0.0
playmates,158,0,0,1,43.24,0.0,,0.0
wincars,285,0,0,1,42.7,0.0,,0.0
enough,418,0,0,8,42.49,0.0,,0.0
huile,396,0,0,2,42.42,0.0,,0.0
betsy,1381,0,0,1,42.19,0.0,,0.0
kress,206,0,0,1,42.03,0.0,,0.0
takeit,363,3,0,3,41.91,0.008264462809917356,0.0,0.0
hq,106,0,0,1,41.16,0.0,,0.0
babolat,88,0,0,1,40.93,0.0,,0.0
uvelirnyetradicii,36,0,0,3,40.8,0.0,,0.0
leven,71,0,0,3,40.04,0.0,,0.0
sti,134,0,0,1,39.98,0.0,,0.0
lovular,141,0,0,2,39.64,0.0,,0.0
altinbasak,459,0,0,1,38.66,0.0,,0.0
insight,108,0,0,3,38.620000000000005,0.0,,0.0
minimen,450,0,0,1,38.61,0.0,,0.0
bluedio,121,4,1,1,38.59,0.03305785123966942,0.25,0.008264462809917356
rozenbal,782,0,0,3,37.84,0.0,,0.0
krosno,97,0,0,4,37.06,0.0,,0.0
egger,120,0,0,2,36.78,0.0,,0.0
softoy,155,0,0,3,36.58,0.0,,0.0
ipower,258,0,0,7,36.1,0.0,,0.0
tsubaki,186,0,0,5,36.04,0.0,,0.0
rcr,720,0,0,2,36.04,0.0,,0.0
prology,844,0,0,1,36.04,0.0,,0.0
colourpop,43,0,0,1,36.04,0.0,,0.0
steppuzzle,192,0,0,1,35.78,0.0,,0.0
art-visage,467,0,0,11,35.66,0.0,,0.0
tizo,81,0,0,3,35.28,0.0,,0.0
regatta,160,0,0,2,35.0,0.0,,0.0
freya,32,0,0,1,34.95,0.0,,0.0
tuncmatik,55,0,0,1,34.42,0.0,,0.0
pisen,292,0,0,2,34.370000000000005,0.0,,0.0
gehwol,373,0,0,3,34.24,0.0,,0.0
desigual,226,0,0,2,34.14,0.0,,0.0
carhome,12,0,0,2,33.98,0.0,,0.0
gelflex,320,0,0,2,33.46,0.0,,0.0
lezard,255,0,0,2,33.42,0.0,,0.0
uniforce,95,0,0,2,32.94,0.0,,0.0
lahn,83,0,0,1,32.89,0.0,,0.0
roxy,665,0,0,8,32.72,0.0,,0.0
playgro,677,1,0,3,32.61,0.0014771048744460858,0.0,0.0
meguin,184,0,0,1,32.12,0.0,,0.0
gracecole,219,0,0,2,31.990000000000002,0.0,,0.0
sterntaler,337,0,0,1,31.66,0.0,,0.0
monro,194,0,0,2,31.54,0.0,,0.0
berkley,193,0,0,2,31.4,0.0,,0.0
qnt,257,0,0,4,31.28,0.0,,0.0
erismann,179,0,0,2,31.27,0.0,,0.0
repetto,39,0,0,1,31.26,0.0,,0.0
goliath,155,0,0,1,31.02,0.0,,0.0
hikma,13,0,0,2,30.88,0.0,,0.0
carpisa,361,0,0,1,30.86,0.0,,0.0
holder,419,0,0,2,30.84,0.0,,0.0
ideal,413,14,3,4,30.8,0.03389830508474576,0.21428571428571427,0.007263922518159807
worwo,52,0,0,1,30.73,0.0,,0.0
krasatoys,242,0,0,1,30.63,0.0,,0.0
bio-oil,82,0,0,2,30.57,0.0,,0.0
beautycreations,73,0,0,4,30.38,0.0,,0.0
ortopazl,16,0,0,1,30.37,0.0,,0.0
algotherm,254,0,0,1,29.34,0.0,,0.0
nuxe,315,0,0,2,28.96,0.0,,0.0
wella,89,0,0,1,28.31,0.0,,0.0
mentor,116,3,1,1,28.29,0.02586206896551724,0.3333333333333333,0.008620689655172414
hairdorables,53,0,0,1,28.29,0.0,,0.0
blumarine,116,0,0,1,28.07,0.0,,0.0
sachiko,97,0,0,2,27.939999999999998,0.0,,0.0
knauf,337,3,1,6,27.84,0.008902077151335312,0.3333333333333333,0.002967359050445104
allocacoc,97,1,1,3,27.81,0.010309278350515464,1.0,0.010309278350515464
stikbot,63,0,0,1,27.77,0.0,,0.0
merzuka,217,0,0,1,27.6,0.0,,0.0
hama,113,0,0,2,27.28,0.0,,0.0
bueno,55,0,0,1,27.03,0.0,,0.0
loreal,245,0,0,5,26.830000000000002,0.0,,0.0
esthetichouse,16,0,0,2,26.78,0.0,,0.0
dekok,239,3,0,2,26.46,0.012552301255230125,0.0,0.0
gauss,167,4,0,4,26.2,0.023952095808383235,0.0,0.0
frozen,419,0,0,2,25.74,0.0,,0.0
vmv,177,0,0,1,25.71,0.0,,0.0
miracase,176,3,1,1,25.71,0.017045454545454544,0.3333333333333333,0.005681818181818182
cayee,134,0,0,1,25.71,0.0,,0.0
flambeau,546,0,0,1,25.7,0.0,,0.0
zuru,60,0,0,2,25.68,0.0,,0.0
ultravit,31,0,0,2,25.48,0.0,,0.0
sokany,41,0,0,1,25.48,0.0,,0.0
freeway,294,0,0,1,25.48,0.0,,0.0
ecolight,228,0,0,2,25.049999999999997,0.0,,0.0
magic,38,0,0,1,24.94,0.0,,0.0
telefunken,715,0,0,1,24.45,0.0,,0.0
soundstream,184,0,0,1,24.45,0.0,,0.0
moxom,298,2,0,1,24.45,0.006711409395973154,0.0,0.0
zinc,267,0,0,1,24.41,0.0,,0.0
hercules,76,0,0,1,24.17,0.0,,0.0
unison,104,0,0,1,23.68,0.0,,0.0
cifyurm,184,0,0,1,23.17,0.0,,0.0
polarring,80,0,0,1,23.16,0.0,,0.0
ecolab,501,0,0,5,23.16,0.0,,0.0
rubelli,169,0,0,1,23.04,0.0,,0.0
bessey,122,0,0,1,23.01,0.0,,0.0
keenway,1703,0,0,1,22.91,0.0,,0.0
mitte,114,0,0,1,22.63,0.0,,0.0
castorland,388,5,1,4,22.3,0.01288659793814433,0.2,0.002577319587628866
levrana,132,0,0,3,22.14,0.0,,0.0
vitaluce,321,0,0,2,22.08,0.0,,0.0
ipipoo,125,0,0,1,21.88,0.0,,0.0
ecoterm,147,0,0,1,21.65,0.0,,0.0
gk,29,0,0,1,21.24,0.0,,0.0
gigazone,165,1,1,2,21.06,0.006060606060606061,1.0,0.006060606060606061
tpmaster,28,0,0,1,20.59,0.0,,0.0
gaga,238,1,0,1,20.57,0.004201680672268907,0.0,0.0
zing,73,0,0,2,20.54,0.0,,0.0
inkax,1373,0,0,5,20.53,0.0,,0.0
renberg,100,0,0,1,20.48,0.0,,0.0
seintex,219,0,0,1,20.34,0.0,,0.0
obsessive,414,0,0,1,20.34,0.0,,0.0
shopkins,140,0,0,2,20.0,0.0,,0.0
mustela,82,0,0,2,19.56,0.0,,0.0
beyonce,91,0,0,1,18.92,0.0,,0.0
palisad,601,0,0,1,18.02,0.0,,0.0
dotemu,2,0,0,1,17.99,0.0,,0.0
mr.pixel,11,0,0,1,17.93,0.0,,0.0
humana,322,0,0,2,17.25,0.0,,0.0
bibalina,156,0,0,1,17.25,0.0,,0.0
colorfix,65,0,0,2,17.21,0.0,,0.0
jika,141,1,0,3,17.04,0.0070921985815602835,0.0,0.0
vlk,71,0,0,1,16.96,0.0,,0.0
desatoekorolevstvo,56,1,1,1,16.71,0.017857142857142856,1.0,0.017857142857142856
g-cube,217,0,0,2,16.689999999999998,0.0,,0.0
namazu,140,0,0,1,16.59,0.0,,0.0
balterio,82,0,0,1,16.39,0.0,,0.0
doliva,265,0,0,2,16.28,0.0,,0.0
garage,22,0,0,1,15.74,0.0,,0.0
acron,40,2,1,1,15.42,0.05,0.5,0.025
plantex,190,0,0,1,15.38,0.0,,0.0
vip,123,0,0,1,15.37,0.0,,0.0
cocochoco,95,0,0,1,15.19,0.0,,0.0
compliment,132,0,0,3,14.93,0.0,,0.0
qvs,160,0,0,3,14.73,0.0,,0.0
heidelbergcement,46,0,0,4,14.6,0.0,,0.0
cameron,177,3,1,1,14.59,0.01694915254237288,0.3333333333333333,0.005649717514124294
berber,194,0,0,1,14.55,0.0,,0.0
lorealparis,18,0,0,1,14.54,0.0,,0.0
smartbuy,305,0,0,3,14.42,0.0,,0.0
libero,102,0,0,1,14.36,0.0,,0.0
nutrilak,70,0,0,3,14.25,0.0,,0.0
masstone,41,0,0,1,13.9,0.0,,0.0
ship,246,0,0,3,13.830000000000002,0.0,,0.0
petitfee,36,0,0,1,13.55,0.0,,0.0
bombcat,57,0,0,1,13.18,0.0,,0.0
domcraft,704,0,0,1,13.13,0.0,,0.0
weider,35,0,0,1,12.87,0.0,,0.0
marmiton,171,5,2,2,12.82,0.029239766081871343,0.4,0.011695906432748537
barer,87,1,1,2,12.82,0.011494252873563218,1.0,0.011494252873563218
kerasys,272,0,0,2,12.49,0.0,,0.0
a-derma,126,0,0,1,12.36,0.0,,0.0
kakadu,19,0,0,1,12.25,0.0,,0.0
concept,89,0,0,1,11.97,0.0,,0.0
acqua,111,1,0,4,11.84,0.009009009009009009,0.0,0.0
greenland,106,0,0,2,11.780000000000001,0.0,,0.0
galacticos,203,0,0,3,11.71,0.0,,0.0
genlog,850,0,0,1,11.61,0.0,,0.0
starway,37,0,0,1,11.58,0.0,,0.0
anskin,173,0,0,2,11.58,0.0,,0.0
lador,52,0,0,1,10.99,0.0,,0.0
kari,527,11,2,2,10.760000000000002,0.020872865275142316,0.18181818181818182,0.003795066413662239
wenyi,93,0,0,1,10.71,0.0,,0.0
ardell,240,0,0,1,10.67,0.0,,0.0
mercusys,88,0,0,1,10.55,0.0,,0.0
garant,289,0,0,3,10.41,0.0,,0.0
corpus,38,0,0,1,10.17,0.0,,0.0
miescarpe,42,0,0,1,10.04,0.0,,0.0
hycell,421,0,0,1,10.04,0.0,,0.0
floresan,74,0,0,2,9.9,0.0,,0.0
trespass,181,0,0,2,9.52,0.0,,0.0
jigott,71,0,0,2,9.5,0.0,,0.0
zara,72,0,0,1,9.25,0.0,,0.0
klorane,282,0,0,1,9.01,0.0,,0.0
firepower,445,0,0,1,8.98,0.0,,0.0
superfine,10,0,0,1,8.21,0.0,,0.0
relouis,323,0,0,3,8.100000000000001,0.0,,0.0
bel,21,0,0,1,8.03,0.0,,0.0
trendbeauty,15,0,0,1,7.98,0.0,,0.0
cralusso,147,0,0,1,7.9,0.0,,0.0
nici,152,0,0,2,7.72,0.0,,0.0
codemasters,88,0,0,1,7.72,0.0,,0.0
klx,92,0,0,1,7.7,0.0,,0.0
jb,247,6,1,1,7.7,0.024291497975708502,0.16666666666666666,0.004048582995951417
sluban,40,0,0,1,7.46,0.0,,0.0
lefard,377,0,0,1,7.23,0.0,,0.0
instyle,37,0,0,2,7.2,0.0,,0.0
kisswill,616,0,0,4,6.97,0.0,,0.0
malva,89,0,0,1,6.95,0.0,,0.0
prc,603,0,0,2,6.68,0.0,,0.0
hibertek,28,0,0,1,6.33,0.0,,0.0
bot,310,0,0,1,6.31,0.0,,0.0
evamosaic,55,0,0,2,6.12,0.0,,0.0
addlink,43,0,0,1,5.89,0.0,,0.0
yegam,158,0,0,2,5.83,0.0,,0.0
estel,249,0,0,1,5.68,0.0,,0.0
cafemimi,355,0,0,2,5.66,0.0,,0.0
kapous,163,0,0,1,5.41,0.0,,0.0
essence,78,0,0,2,5.41,0.0,,0.0
manhattan,333,0,0,1,5.35,0.0,,0.0
wk,237,0,0,1,5.15,0.0,,0.0
privia,18,0,0,1,5.15,0.0,,0.0
borasco,106,0,0,1,5.15,0.0,,0.0
muqaba,41,0,0,1,5.12,0.0,,0.0
plamers,4,0,0,1,4.73,0.0,,0.0
mutsy,96,0,0,5,4.5,0.0,,0.0
neoclassic,18,0,0,2,4.38,0.0,,0.0
melitta,1138,0,0,1,4.25,0.0,,0.0
bisou,245,0,0,1,3.86,0.0,,0.0
vionne,8,0,0,1,3.84,0.0,,0.0
global,649,3,0,1,3.84,0.004622496147919877,0.0,0.0
jocelyn,18,0,0,1,3.77,0.0,,0.0
libbey,36,0,0,1,3.76,0.0,,0.0
rimmel,6,0,0,1,3.52,0.0,,0.0
viviennesabo,89,0,0,2,3.3,0.0,,0.0
wuw,637,0,0,1,3.09,0.0,,0.0
cettua,178,0,0,1,2.55,0.0,,0.0
heinz,28,0,0,2,2.16,0.0,,0.0
feron,168,0,0,1,1.93,0.0,,0.0
kleancolor,4,0,0,1,1.67,0.0,,0.0
zyxel,174,0,0,0,0.0,0.0,,0.0
zvezda,22,0,0,0,0.0,0.0,,0.0
zpao,2,0,0,0,0.0,0.0,,0.0
zorg,52,0,0,0,0.0,0.0,,0.0
zoops,46,0,0,0,0.0,0.0,,0.0
zolotoeruno,57,0,0,0,0.0,0.0,,0.0
zobo,2,0,0,0,0.0,0.0,,0.0
zmi,86,0,0,0,0.0,0.0,,0.0
zinvo,57,0,0,0,0.0,0.0,,0.0
zilli,12,0,0,0,0.0,0.0,,0.0
zhejiangjiajia,6,0,0,0,0.0,0.0,,0.0
zfts,84,0,0,0,0.0,0.0,,0.0
zerten,114,0,0,0,0.0,0.0,,0.0
zenzia,1,0,0,0,0.0,0.0,,0.0
zengen,527,0,0,0,0.0,0.0,,0.0
zebratoys,692,0,0,0,0.0,0.0,,0.0
zazu,1,0,0,0,0.0,0.0,,0.0
zass,4,0,0,0,0.0,0.0,,0.0
zarkoperfume,22,0,0,0,0.0,0.0,,0.0
zangavar,9,0,0,0,0.0,0.0,,0.0
zancaster,3,0,0,0,0.0,0.0,,0.0
zadoor,259,0,0,0,0.0,0.0,,0.0
zabiaka,5,0,0,0,0.0,0.0,,0.0
yvesrocher,60,0,0,0,0.0,0.0,,0.0
yuneec,2,0,0,0,0.0,0.0,,0.0
yulu,142,0,0,0,0.0,0.0,,0.0
yuka,14,0,0,0,0.0,0.0,,0.0
yst,13,0,0,0,0.0,0.0,,0.0
yoyofactory,8,0,0,0,0.0,0.0,,0.0
yotrix,41,0,0,0,0.0,0.0,,0.0
yoobao,1,0,0,0,0.0,0.0,,0.0
yokosun,2,0,0,0,0.0,0.0,,0.0
yison,1,0,0,0,0.0,0.0,,0.0
yes,17,0,0,0,0.0,0.0,,0.0
yellow,6,0,0,0,0.0,0.0,,0.0
yasham,58,0,0,0,0.0,0.0,,0.0
yardforce,17,0,0,0,0.0,0.0,,0.0
yaole,2,0,0,0,0.0,0.0,,0.0
yamaguchi,540,3,0,0,0.0,0.005555555555555556,0.0,0.0
xti,10,0,0,0,0.0,0.0,,0.0
xieming,84,0,0,0,0.0,0.0,,0.0
xiaoyueliangtoys,3,0,0,0,0.0,0.0,,0.0
x-digital,59,0,0,0,0.0,0.0,,0.0
wuben,52,0,0,0,0.0,0.0,,0.0
wowwee,316,0,0,0,0.0,0.0,,0.0
worth,15,0,0,0,0.0,0.0,,0.0
work,38,0,0,0,0.0,0.0,,0.0
wolf,19,0,0,0,0.0,0.0,,0.0
woddon,171,0,0,0,0.0,0.0,,0.0
wltoys,21,0,0,0,0.0,0.0,,0.0
wize,4,0,0,0,0.0,0.0,,0.0
withings,248,0,0,0,0.0,0.0,,0.0
wintek,139,0,0,0,0.0,0.0,,0.0
wing,27,0,0,0,0.0,0.0,,0.0
winda,49,0,0,0,0.0,0.0,,0.0
wind,8,0,0,0,0.0,0.0,,0.0
wilmax,14,0,0,0,0.0,0.0,,0.0
willmax,91,0,0,0,0.0,0.0,,0.0
wibtek,3,0,0,0,0.0,0.0,,0.0
westone,54,0,0,0,0.0,0.0,,0.0
westmark,49,0,0,0,0.0,0.0,,0.0
westlake,4,0,0,0,0.0,0.0,,0.0
westerndigital,12,0,0,0,0.0,0.0,,0.0
wester,135,0,0,0,0.0,0.0,,0.0
wert,156,0,0,0,0.0,0.0,,0.0
werner,70,0,0,0,0.0,0.0,,0.0
wera,4104,0,0,0,0.0,0.0,,0.0
wensheng,5,0,0,0,0.0,0.0,,0.0
wengemotion,11,0,0,0,0.0,0.0,,0.0
welldone,5,0,0,0,0.0,0.0,,0.0
welcos,1,0,0,0,0.0,0.0,,0.0
weina,50,0,0,0,0.0,0.0,,0.0
weichao,9,0,0,0,0.0,0.0,,0.0
wehncke,301,0,0,0,0.0,0.0,,0.0
weber-vetonit,22,0,0,0,0.0,0.0,,0.0
weber,13,0,0,0,0.0,0.0,,0.0
waterworld,16,0,0,0,0.0,0.0,,0.0
warmic,3,0,0,0,0.0,0.0,,0.0
wader,4,0,0,0,0.0,0.0,,0.0
vt,43,0,0,0,0.0,0.0,,0.0
vplaboratory,2,0,0,0,0.0,0.0,,0.0
voyager,9,0,0,0,0.0,0.0,,0.0
vox,19,0,0,0,0.0,0.0,,0.0
vov,7,0,0,0,0.0,0.0,,0.0
vossen,559,0,0,0,0.0,0.0,,0.0
vortex,25,0,0,0,0.0,0.0,,0.0
vorson,1,0,0,0,0.0,0.0,,0.0
volkl,103,0,0,0,0.0,0.0,,0.0
volcano,55,0,0,0,0.0,0.0,,0.0
vokter,27,0,0,0,0.0,0.0,,0.0
voin,5,0,0,0,0.0,0.0,,0.0
voda,21,0,0,0,0.0,0.0,,0.0
vobix,171,1,0,0,0.0,0.005847953216374269,0.0,0.0
vladitoys,19,0,0,0,0.0,0.0,,0.0
vivitek,353,0,0,0,0.0,0.0,,0.0
vitross,7,0,0,0,0.0,0.0,,0.0
vitra,176,0,0,0,0.0,0.0,,0.0
vitesse,27,0,0,0,0.0,0.0,,0.0
vitelia,13,0,0,0,0.0,0.0,,0.0
vitax,4,0,0,0,0.0,0.0,,0.0
vita,20,0,0,0,0.0,0.0,,0.0
vista,18,0,0,0,0.0,0.0,,0.0
vissol,30,0,0,0,0.0,0.0,,0.0
visavis,1,0,0,0,0.0,0.0,,0.0
vira,7,0,0,0,0.0,0.0,,0.0
vipe,612,0,0,0,0.0,0.0,,0.0
vim-art,9,0,0,0,0.0,0.0,,0.0
vilt,8,0,0,0,0.0,0.0,,0.0
villa,2,0,0,0,0.0,0.0,,0.0
vilia,16,0,0,0,0.0,0.0,,0.0
vigoole,1,0,0,0,0.0,0.0,,0.0
vgp,13,0,0,0,0.0,0.0,,0.0
vesna,1,0,0,0,0.0,0.0,,0.0
vertex,653,0,0,0,0.0,0.0,,0.0
versal,3,0,0,0,0.0,0.0,,0.0
verran,50,0,0,0,0.0,0.0,,0.0
verico,5,0,0,0,0.0,0.0,,0.0
verdi,71,0,0,0,0.0,0.0,,0.0
ventara,570,0,0,0,0.0,0.0,,0.0
velvet,5,0,0,0,0.0,0.0,,0.0
vellarti,7,0,0,0,0.0,0.0,,0.0
vaude,136,0,0,0,0.0,0.0,,0.0
vasin,35,0,0,0,0.0,0.0,,0.0
vasilisa,6,0,0,0,0.0,0.0,,0.0
vasco,2,0,0,0,0.0,0.0,,0.0
vari,48,0,0,0,0.0,0.0,,0.0
vargame,8,0,0,0,0.0,0.0,,0.0
vard,6,0,0,0,0.0,0.0,,0.0
valve,11,0,0,0,0.0,0.0,,0.0
value,178,0,0,0,0.0,0.0,,0.0
vaiper,39,0,0,0,0.0,0.0,,0.0
v-unic,24,0,0,0,0.0,0.0,,0.0
v-t,21,0,0,0,0.0,0.0,,0.0
v-color,9,0,0,0,0.0,0.0,,0.0
uta,6,0,0,0,0.0,0.0,,0.0
useandcare,6,0,0,0,0.0,0.0,,0.0
usborne,26,0,0,0,0.0,0.0,,0.0
urbanears,70,0,0,0,0.0,0.0,,0.0
uomo,69,0,0,0,0.0,0.0,,0.0
ultrasone,4,0,0,0,0.0,0.0,,0.0
ubtech,1,0,0,0,0.0,0.0,,0.0
ubiquiti,109,0,0,0,0.0,0.0,,0.0
ubear,14,0,0,0,0.0,0.0,,0.0
tytan,61,0,0,0,0.0,0.0,,0.0
tyr,40,0,0,0,0.0,0.0,,0.0
twistclimbingcar,6,0,0,0,0.0,0.0,,0.0
twins,595,0,0,0,0.0,0.0,,0.0
tvs,46,0,0,0,0.0,0.0,,0.0
tutu,33,0,0,0,0.0,0.0,,0.0
turbosound,88,0,0,0,0.0,0.0,,0.0
tundracomfort,1,0,0,0,0.0,0.0,,0.0
tsv,16,0,0,0,0.0,0.0,,0.0
triumphtree,6,0,0,0,0.0,0.0,,0.0
tripplite,2,0,0,0,0.0,0.0,,0.0
trendy,46,0,0,0,0.0,0.0,,0.0
trendvision,69,0,0,0,0.0,0.0,,0.0
trefl,77,0,0,0,0.0,0.0,,0.0
trazano,56,0,0,0,0.0,0.0,,0.0
traser,237,0,0,0,0.0,0.0,,0.0
transformers,85,2,0,0,0.0,0.023529411764705882,0.0,0.0
tramontina,11,0,0,0,0.0,0.0,,0.0
tradiciatekstila,4,0,0,0,0.0,0.0,,0.0
tracker,37,0,0,0,0.0,0.0,,0.0
toyland,91,0,0,0,0.0,0.0,,0.0
tous,83,0,0,0,0.0,0.0,,0.0
tourist,43,0,0,0,0.0,0.0,,0.0
totu,1,0,0,0,0.0,0.0,,0.0
totalbox,17,0,0,0,0.0,0.0,,0.0
totaku,46,0,0,0,0.0,0.0,,0.0
toscom,26,0,0,0,0.0,0.0,,0.0
torso,28,0,0,0,0.0,0.0,,0.0
torres,92,0,0,0,0.0,0.0,,0.0
torneo,2,0,0,0,0.0,0.0,,0.0
tornado,3,0,0,0,0.0,0.0,,0.0
torgue,47,0,0,0,0.0,0.0,,0.0
topex,90,0,0,0,0.0,0.0,,0.0
tools,187,0,0,0,0.0,0.0,,0.0
toocool,70,0,0,0,0.0,0.0,,0.0
tonybellucci,32,0,0,0,0.0,0.0,,0.0
tontarelli,50,0,0,0,0.0,0.0,,0.0
tonar,74,0,0,0,0.0,0.0,,0.0
tomoloo,8,0,0,0,0.0,0.0,,0.0
tokuryo,45,0,0,0,0.0,0.0,,0.0
tognana,1152,0,0,0,0.0,0.0,,0.0
to-plan,1,0,0,0,0.0,0.0,,0.0
tl,6,0,0,0,0.0,0.0,,0.0
tisa,63,0,0,0,0.0,0.0,,0.0
timbergroup,4,0,0,0,0.0,0.0,,0.0
tigres,22,0,0,0,0.0,0.0,,0.0
tigerking,6,0,0,0,0.0,0.0,,0.0
tierra,47,0,0,0,0.0,0.0,,0.0
three-a,28,0,0,0,0.0,0.0,,0.0
thor,29,0,0,0,0.0,0.0,,0.0
thermalright,8,0,0,0,0.0,0.0,,0.0
teyko,64,0,0,0,0.0,0.0,,0.0
textura,142,0,0,0,0.0,0.0,,0.0
tesma,9,0,0,0,0.0,0.0,,0.0
teslastyle,34,0,0,0,0.0,0.0,,0.0
teplokryma,29,0,0,0,0.0,0.0,,0.0
teorema,183,0,0,0,0.0,0.0,,0.0
temp,53,0,0,0,0.0,0.0,,0.0
telecom,10,0,0,0,0.0,0.0,,0.0
tekstilnaalavka,5,0,0,0,0.0,0.0,,0.0
tedmyfriend,3,0,0,0,0.0,0.0,,0.0
technogym,497,0,0,0,0.0,0.0,,0.0
tdm,109,1,0,0,0.0,0.009174311926605505,0.0,0.0
tascam,46,0,0,0,0.0,0.0,,0.0
tarlan,80,0,0,0,0.0,0.0,,0.0
targus,36,0,0,0,0.0,0.0,,0.0
tao-tao,18,0,0,0,0.0,0.0,,0.0
tamish,320,0,0,0,0.0,0.0,,0.0
tako,138,0,0,0,0.0,0.0,,0.0
taitong,10,0,0,0,0.0,0.0,,0.0
tailg,9,0,0,0,0.0,0.0,,0.0
tactic,75,0,0,0,0.0,0.0,,0.0
t.bone,1,0,0,0,0.0,0.0,,0.0
sx,1,0,0,0,0.0,0.0,,0.0
swissimage,4,0,0,0,0.0,0.0,,0.0
sweetyhome,5,0,0,0,0.0,0.0,,0.0
swarovski,25,0,0,0,0.0,0.0,,0.0
svoboda,2,0,0,0,0.0,0.0,,0.0
svetogor,3,0,0,0,0.0,0.0,,0.0
svar,42,0,0,0,0.0,0.0,,0.0
suzuki,61,0,0,0,0.0,0.0,,0.0
supra,5,0,0,0,0.0,0.0,,0.0
supermicro,31,0,0,0,0.0,0.0,,0.0
suntech-msks,27,0,0,0,0.0,0.0,,0.0
sunsystem,61,0,0,0,0.0,0.0,,0.0
suncolor,74,0,0,0,0.0,0.0,,0.0
sumitomo,19,0,0,0,0.0,0.0,,0.0
sumadl,1,0,0,0,0.0,0.0,,0.0
sufix,84,0,0,0,0.0,0.0,,0.0
suda,1,0,0,0,0.0,0.0,,0.0
stuntcar,20,0,0,0,0.0,0.0,,0.0
studioprofessional,32,0,0,0,0.0,0.0,,0.0
studiomaster,123,0,0,0,0.0,0.0,,0.0
studio,25,0,0,0,0.0,0.0,,0.0
stryj,6,0,0,0,0.0,0.0,,0.0
strunal,14,0,0,0,0.0,0.0,,0.0
storm,113,0,0,0,0.0,0.0,,0.0
stolplit,1486,0,0,0,0.0,0.0,,0.0
stockli,67,0,0,0,0.0,0.0,,0.0
stn,6,0,0,0,0.0,0.0,,0.0
stl,53,0,0,0,0.0,0.0,,0.0
stinol,105,0,0,0,0.0,0.0,,0.0
stilzizni,3,0,0,0,0.0,0.0,,0.0
stilvasejspalni,9,0,0,0,0.0,0.0,,0.0
stern,45,0,0,0,0.0,0.0,,0.0
stelz,21,0,0,0,0.0,0.0,,0.0
stellar,47,0,0,0,0.0,0.0,,0.0
steelpower,17,0,0,0,0.0,0.0,,0.0
stealth,27,0,0,0,0.0,0.0,,0.0
stavr,5,0,0,0,0.0,0.0,,0.0
stavia,24,0,0,0,0.0,0.0,,0.0
staub,4,0,0,0,0.0,0.0,,0.0
starwars,7,0,0,0,0.0,0.0,,0.0
startline,24,0,0,0,0.0,0.0,,0.0
starmom,1,0,0,0,0.0,0.0,,0.0
starmix,248,0,0,0,0.0,0.0,,0.0
standart,29,0,0,0,0.0,0.0,,0.0
stalemal,61,0,0,0,0.0,0.0,,0.0
stahlberg,53,0,0,0,0.0,0.0,,0.0
ssm,28,0,0,0,0.0,0.0,,0.0
sportelite,5,0,0,0,0.0,0.0,,0.0
splashlings,35,0,0,0,0.0,0.0,,0.0
spinmop,8,0,0,0,0.0,0.0,,0.0
spider-man,7,0,0,0,0.0,0.0,,0.0
sphero,68,0,0,0,0.0,0.0,,0.0
speroni,84,0,0,0,0.0,0.0,,0.0
spaquatoria,722,0,0,0,0.0,0.0,,0.0
spalenka,4,0,0,0,0.0,0.0,,0.0
spalding,150,0,0,0,0.0,0.0,,0.0
soyntec,270,0,0,0,0.0,0.0,,0.0
sonor,27,0,0,0,0.0,0.0,,0.0
sonny,7,0,0,0,0.0,0.0,,0.0
sonifer,1,0,0,0,0.0,0.0,,0.0
sonar,9,0,0,0,0.0,0.0,,0.0
solostyle,44,0,0,0,0.0,0.0,,0.0
solarstorm,85,0,0,0,0.0,0.0,,0.0
snez,15,0,0,0,0.0,0.0,,0.0
smtt,30,0,0,0,0.0,0.0,,0.0
smartway,3,0,0,0,0.0,0.0,,0.0
smarttrike,21,0,0,0,0.0,0.0,,0.0
smalvic,61,0,0,0,0.0,0.0,,0.0
slumberjack,2,0,0,0,0.0,0.0,,0.0
slonimmebel,6,0,0,0,0.0,0.0,,0.0
slaro,57,0,0,0,0.0,0.0,,0.0
skwooshi,11,0,0,0,0.0,0.0,,0.0
skv,3,0,0,0,0.0,0.0,,0.0
skullcandy,8,0,0,0,0.0,0.0,,0.0
skindoctors,1,0,0,0,0.0,0.0,,0.0
skechers,10,0,0,0,0.0,0.0,,0.0
skandika,78,0,0,0,0.0,0.0,,0.0
sitparad,95,0,0,0,0.0,0.0,,0.0
siton,10,0,0,0,0.0,0.0,,0.0
sis,361,0,0,0,0.0,0.0,,0.0
sinusprofi,62,0,0,0,0.0,0.0,,0.0
simax,16,0,0,0,0.0,0.0,,0.0
silverstone,67,0,0,0,0.0,0.0,,0.0
silhouette,211,0,0,0,0.0,0.0,,0.0
silampos,28,0,0,0,0.0,0.0,,0.0
signature,20,0,0,0,0.0,0.0,,0.0
signal,362,0,0,0,0.0,0.0,,0.0
siemens,166,0,0,0,0.0,0.0,,0.0
